Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
3120,0.3104,0.0278,0.2472,0.1095,0.1095
3123,0.2346,0.0639,0.1041,0.1095,0.1095
3128,0.2749,0.1041,0.7872,0.1095,0.1095
3139,0.1436,0.1199,0.2935,0.4813,0.4813
3142,0.1869,0.0611,0.4112,0.4813,0.4813
3149,0.3731,0.1059,0.5164,0.4826,0.4826
3157,0.249,0.0263,0.4821,0.511,0.511
3161,0.249,0.0263,0.3326,0.531,0.531
3171,0.2674,0.018,0.7255,0.3766,0.3766
3172,0.1322,0.018,0.7255,0.3766,0.3766
3179,0.1322,0.0256,0.1687,0.5719,0.5719
3184,0.1536,0.0946,0.5154,0.8132,0.8132
3187,0.284,0.0499,0.4033,0.8132,0.8132
3190,0.284,0.0499,0.1923,0.4109,0.4109
3194,0.284,0.0719,0.2467,0.4109,0.4109
3195,0.284,0.1174,0.2232,0.4109,0.4109
3200,0.3516,0.1082,0.4605,0.2197,0.2197
3204,0.2063,0.0193,0.389,0.6038,0.6038
3208,0.1163,0.0193,0.4188,0.6904,0.6904
3210,0.1163,0.0193,0.204,0.6904,0.6904
3212,0.1163,0.0193,0.204,0.6904,0.6904
3215,0.1163,0.0193,0.4799,0.5824,0.5824
3217,0.1163,0.0193,0.4799,0.4543,0.4543
3218,0.1624,0.0193,0.414,0.4017,0.4017
3224,0.1624,0.0573,0.5154,0.4017,0.4017
3231,0.1348,0.0693,0.5464,0.4413,0.4413
3232,0.1348,0.0693,0.1433,0.4413,0.4413
3235,0.1348,0.1,0.6655,0.2953,0.2953
3239,0.1522,0.0403,0.4446,0.2679,0.2679
3243,0.1315,0.0591,0.2643,0.59,0.59
3244,0.1315,0.0691,0.2643,0.59,0.59
3248,0.1315,0.0953,0.3663,0.59,0.59
3251,0.1054,0.1767,0.429,0.59,0.59
3252,0.1054,0.2467,0.429,0.4829,0.4829
3254,0.1054,0.0675,0.1812,0.4829,0.4829
3259,0.1029,0.0338,0.5819,0.601,0.601
3260,0.1029,0.0338,0.5819,0.601,0.601
3261,0.1029,0.0338,0.1501,0.601,0.601
3263,0.1326,0.0338,0.1501,0.601,0.601
3264,0.1326,0.0338,0.1501,0.601,0.601
3272,0.2423,0.1114,0.2952,0.3165,0.3165
3276,0.1149,0.1467,0.3505,0.4716,0.4716
3277,0.1149,0.1467,0.3505,0.4716,0.4716
3281,0.1149,0.1944,0.5958,0.5998,0.5998
3282,0.1149,0.0544,0.3101,0.5998,0.5998
3291,0.1149,0.0544,0.6496,0.6411,0.6411
3294,0.1149,0.0264,0.2568,0.6411,0.6411
3296,0.1149,0.0264,0.4032,0.3571,0.3571
3307,0.0879,0.0264,0.2877,0.3425,0.3425
3313,0.1366,0.1373,0.4597,0.41,0.41
3314,0.1366,0.1373,0.3739,0.41,0.41
3319,0.1366,0.0803,0.3185,0.3858,0.3858
3324,0.1215,0.0247,0.4641,0.4718,0.4718
3325,0.1215,0.0247,0.4641,0.4718,0.4718
3331,0.1173,0.0247,0.2127,0.4718,0.4718
3333,0.1299,0.0247,0.2127,0.4718,0.4718
3335,0.1702,0.1011,0.4355,0.4001,0.4001
3336,0.1702,0.1011,0.3431,0.4001,0.4001
3337,0.1702,0.1011,0.2277,0.4001,0.4001
3347,0.1313,0.0254,0.5981,0.3923,0.3923
3353,0.1159,0.0254,0.1632,0.4482,0.4482
3362,0.1636,0.0254,0.3205,0.3833,0.3833
3363,0.2785,0.0254,0.2807,0.3833,0.3833
3365,0.2785,0.1827,0.6869,0.3385,0.3385
3367,0.2473,0.1827,0.3115,0.3385,0.3385
3369,0.26,0.1174,0.4166,0.3385,0.3385
3374,0.15,0.0616,0.3708,0.4099,0.4099
3382,0.286,0.1988,0.4151,0.5814,0.5814
3389,0.286,0.0628,0.5948,0.5814,0.5814
3390,0.2248,0.0628,0.2942,0.4989,0.4989
3391,0.2248,0.0628,0.2942,0.4989,0.4989
3394,0.2248,0.0847,0.4264,0.4989,0.4989
3397,0.1214,0.0469,0.4264,0.4989,0.4989
3398,0.1214,0.0469,0.4264,0.4989,0.4989
3399,0.1214,0.0469,0.4264,0.4989,0.4989
3400,0.1114,0.0469,0.5969,0.4989,0.4989
3402,0.1114,0.0316,0.2575,0.4989,0.4989
3406,0.1177,0.0316,0.1779,0.6121,0.6121
3409,0.1177,0.0316,0.2765,0.6121,0.6121
3410,0.1449,0.0316,0.2765,0.6121,0.6121
3416,0.1449,0.0316,0.4347,0.6121,0.6121
3417,0.2913,0.0316,0.4813,0.4321,0.4321
3419,0.2913,0.0316,0.4813,0.4321,0.4321
3424,0.3119,0.0316,0.4333,0.4321,0.4321
3426,0.1864,0.0316,0.594,0.4321,0.4321
3427,0.1864,0.0316,0.2138,0.4321,0.4321
3431,0.1704,0.0316,0.2774,0.5986,0.5986
3437,0.3232,0.0316,0.3756,0.5986,0.5986
3440,0.3232,0.0316,0.324,0.5986,0.5986
3442,0.4307,0.0316,0.5883,0.5986,0.5986
3443,0.4307,0.0446,0.4889,0.5986,0.5986
3445,0.4596,0.0446,0.4889,0.5986,0.5986
3446,0.4004,0.0446,0.2182,0.5584,0.5584
3448,0.2058,0.0446,0.5056,0.5584,0.5584
3457,0.1452,0.0619,0.152,0.5078,0.5078
3459,0.1452,0.0619,0.152,0.5522,0.5522
3465,0.2834,0.153,0.4849,0.6164,0.6164
3467,0.2834,0.153,0.5498,0.6164,0.6164
3469,0.175,0.0648,0.2909,0.6164,0.6164
3472,0.175,0.0648,0.2517,0.4578,0.4578
3475,0.175,0.0648,0.3587,0.4578,0.4578
3477,0.175,0.1226,0.6809,0.4578,0.4578
3478,0.2542,0.1093,0.6809,0.4578,0.4578
3480,0.2542,0.1093,0.6809,0.4578,0.4578
3491,0.0779,0.0399,0.132,0.4233,0.4233
3492,0.0779,0.0399,0.132,0.4233,0.4233
3498,0.0779,0.0399,0.166,0.4233,0.4233
3508,0.2281,0.0399,0.4141,0.428,0.428
3511,0.2411,0.0399,0.2996,0.428,0.428
3515,0.6458,0.0399,0.2134,0.303,0.303
3518,0.6458,0.0399,0.496,0.3899,0.3899
3519,0.6458,0.0399,0.3516,0.3899,0.3899
3525,0.3018,0.0399,0.3536,0.3899,0.3899
3531,0.2547,0.0399,0.2373,0.4416,0.4416
3541,0.1342,0.0399,0.3148,0.3539,0.3539
3553,0.1151,0.0508,0.234,0.3581,0.3581
3557,0.4833,0.0684,0.2315,0.3783,0.3783
3559,0.4833,0.0684,0.5992,0.3783,0.3783
3562,0.4409,0.1198,0.1666,0.3783,0.3783
3563,0.5112,0.1198,0.1666,0.4057,0.4057
3565,0.6345,0.3648,0.5898,0.4057,0.4057
3566,0.6345,0.1038,0.5537,0.4057,0.4057
3571,0.6742,0.0421,0.5784,0.3792,0.3792
3573,0.6742,0.0421,0.4586,0.4244,0.4244
3576,0.2331,0.0421,0.3511,0.3893,0.3893
3577,0.2331,0.0421,0.4156,0.3893,0.3893
3578,0.2331,0.0421,0.4156,0.3893,0.3893
3580,0.2331,0.0421,0.4156,0.3893,0.3893
3583,0.2331,0.0856,0.4607,0.4808,0.4808
3588,0.3602,0.0856,0.4327,0.4265,0.4265
3589,0.3214,0.0856,0.4327,0.4265,0.4265
3594,0.4056,0.0327,0.5291,0.4265,0.4265
3595,0.4056,0.0327,0.5291,0.4265,0.4265
3600,0.4056,0.0327,0.5291,0.3766,0.3766
3603,0.4056,0.0327,0.5291,0.3766,0.3766
3604,0.4962,0.0327,0.5291,0.4038,0.4038
3606,0.4962,0.5913,0.5291,0.4038,0.4038
3607,0.4962,0.5913,0.5291,0.4038,0.4038
3608,0.1912,0.0723,0.5291,0.4038,0.4038
3609,0.1912,0.0723,0.5291,0.4038,0.4038
3610,0.1912,0.0463,0.2813,0.4038,0.4038
3616,0.1912,0.0463,0.3572,0.6072,0.6072
3617,0.2582,0.2287,0.4472,0.6072,0.6072
3619,0.2273,0.1465,0.4472,0.6072,0.6072
3627,0.3351,0.0712,0.4472,0.5474,0.5474
3628,0.3351,0.0712,0.4472,0.505,0.505
3635,0.3351,0.1338,0.5082,0.505,0.505
3638,0.3803,0.1338,0.6205,0.4053,0.4053
3640,0.2312,0.0704,0.2167,0.4053,0.4053
3642,0.2312,0.0704,0.2167,0.4567,0.4567
3647,0.2213,0.0895,0.3989,0.3534,0.3534
3648,0.2213,0.0895,0.3084,0.3534,0.3534
3649,0.2213,0.0895,0.3084,0.3534,0.3534
3650,0.6605,0.1246,0.5897,0.3534,0.3534
3653,0.6605,0.1246,0.6549,0.3534,0.3534
3654,0.6605,0.1246,0.6549,0.3534,0.3534
3655,0.6605,0.1246,0.5614,0.533,0.533
3656,0.6605,0.074,0.5614,0.533,0.533
3657,0.6605,0.074,0.5614,0.533,0.533
3659,0.3818,0.074,0.5614,0.533,0.533
3662,0.409,0.2172,0.5934,0.5102,0.5102
3668,0.317,0.0997,0.5666,0.5102,0.5102
3669,0.317,0.0997,0.5666,0.5102,0.5102
3670,0.4978,0.0997,0.5666,0.5102,0.5102
3671,0.4978,0.0997,0.6,0.5102,0.5102
3672,0.4359,0.0572,0.6,0.4005,0.4005
3676,0.4627,0.0572,0.285,0.3225,0.3225
3683,0.1171,0.0885,0.5154,0.4851,0.4851
3684,0.1171,0.0885,0.4665,0.4851,0.4851
3685,0.1171,0.3515,0.4665,0.4851,0.4851
3686,0.1171,0.3515,0.7434,0.4851,0.4851
3687,0.1171,0.3515,0.7434,0.4851,0.4851
3688,0.1171,0.0986,0.3359,0.4851,0.4851
3689,0.1171,0.036,0.3915,0.4851,0.4851
3690,0.1171,0.036,0.4486,0.4851,0.4851
3693,0.1171,0.036,0.3204,0.4489,0.4489
3695,0.1171,0.036,0.3204,0.4489,0.4489
3696,0.2239,0.036,0.3838,0.4489,0.4489
3700,0.242,0.2857,0.3838,0.612,0.612
3701,0.242,0.0851,0.3838,0.6706,0.6706
3706,0.2565,0.0565,0.3838,0.6706,0.6706
3708,0.2565,0.0565,0.479,0.6706,0.6706
3709,0.2565,0.0503,0.4374,0.6706,0.6706
3711,0.2565,0.0503,0.2768,0.5177,0.5177
3712,0.2601,0.0503,0.2768,0.5177,0.5177
3727,0.2313,0.0489,0.4074,0.4947,0.4947
3729,0.2313,0.0222,0.4074,0.4947,0.4947
3731,0.2313,0.0222,0.3009,0.4947,0.4947
3737,0.2313,0.0222,0.3009,0.4947,0.4947
3738,0.2313,0.0222,0.3009,0.4947,0.4947
3740,0.2313,0.0222,0.3009,0.4383,0.4383
3744,0.2695,0.0222,0.3009,0.4383,0.4383
3746,0.2695,0.0222,0.4682,0.4383,0.4383
3760,0.2695,0.1891,0.3874,0.4312,0.4312
3761,0.2695,0.0156,0.3874,0.4312,0.4312
3763,0.2695,0.0156,0.1772,0.4312,0.4312
3765,0.2695,0.0156,0.5385,0.4312,0.4312
3766,0.2695,0.0156,0.5385,0.478,0.478
3770,0.1746,0.0156,0.3586,0.3732,0.3732
3771,0.1746,0.0156,0.3586,0.3732,0.3732
3773,0.1574,0.0156,0.2455,0.3732,0.3732
3778,0.1574,0.0156,0.2441,0.4276,0.4276
3779,0.1574,0.0156,0.2441,0.4276,0.4276
3781,0.1902,0.0156,0.4752,0.4276,0.4276
3782,0.1902,0.0156,0.3276,0.4276,0.4276
3783,0.1902,0.0156,0.2013,0.4276,0.4276
3785,0.1578,0.0156,0.1803,0.4276,0.4276
3789,0.1578,0.0156,0.2752,0.5246,0.5246
3794,0.1578,0.0256,0.3807,0.5066,0.5066
3797,0.1578,0.0256,0.3448,0.5066,0.5066
3799,0.3357,0.0256,0.3763,0.5066,0.5066
3800,0.3357,0.0256,0.1989,0.5773,0.5773
3801,0.3357,0.0256,0.1989,0.5773,0.5773
3802,0.3357,0.0256,0.3396,0.5773,0.5773
3803,0.3357,0.0256,0.3396,0.5773,0.5773
3804,0.3357,0.0169,0.212,0.5773,0.5773
3805,0.3357,0.0169,0.212,0.5413,0.5413
3807,0.2922,0.0169,0.1932,0.5413,0.5413
3808,0.2922,0.0169,0.1932,0.1849,0.1849
3813,0.2193,0.0169,0.425,0.1849,0.1849
3815,0.2193,0.0169,0.2556,0.1849,0.1849
3816,0.1727,0.0169,0.2556,0.1849,0.1849
3818,0.1727,0.0373,0.1961,0.1849,0.1849
3823,0.1727,0.0373,0.4742,0.355,0.355
3825,0.2166,0.1403,0.6256,0.5137,0.5137
3826,0.2166,0.1112,0.4773,0.5137,0.5137
3829,0.2166,0.0482,0.2936,0.5137,0.5137
3831,0.2166,0.0372,0.2936,0.6167,0.6167
3832,0.2166,0.0372,0.2936,0.6167,0.6167
3833,0.2166,0.0372,0.2936,0.6167,0.6167
3834,0.2166,0.0372,0.3802,0.6167,0.6167
3837,0.1916,0.0508,0.3802,0.3551,0.3551
3842,0.144,0.0258,0.2927,0.266,0.266
3843,0.144,0.0258,0.2927,0.266,0.266
3846,0.144,0.0258,0.2927,0.4339,0.4339
3847,0.144,0.0258,0.2927,0.4339,0.4339
3848,0.144,0.0258,0.2927,0.4339,0.4339
3849,0.144,0.0258,0.2531,0.4339,0.4339
3852,0.2748,0.0258,0.4409,0.3918,0.3918
3853,0.2748,0.0258,0.4409,0.482,0.482
3854,0.3489,0.0258,0.3156,0.482,0.482
3857,0.3489,0.0554,0.3156,0.482,0.482
3858,0.3489,0.0554,0.2563,0.482,0.482
3859,0.3489,0.0554,0.2563,0.4371,0.4371
3860,0.3489,0.0554,0.2563,0.4371,0.4371
3862,0.3646,0.0554,0.4397,0.4371,0.4371
3863,0.3646,0.0554,0.4755,0.4371,0.4371
3866,0.3646,0.1882,0.223,0.4793,0.4793
3867,0.3646,0.1882,0.223,0.4793,0.4793
3868,0.2113,0.101,0.1919,0.4793,0.4793
3869,0.2113,0.0749,0.1919,0.4793,0.4793
3870,0.2113,0.0749,0.1919,0.4793,0.4793
3872,0.2113,0.0749,0.3026,0.5107,0.5107
3873,0.2113,0.1235,0.2241,0.3398,0.3398
3874,0.2113,0.0388,0.2241,0.3398,0.3398
3877,0.2113,0.0388,0.1563,0.3057,0.3057
3878,0.2113,0.0388,0.1563,0.3057,0.3057
3879,0.2113,0.0388,0.1563,0.3057,0.3057
3880,0.2113,0.0388,0.1563,0.3057,0.3057
3882,0.2548,0.0388,0.2203,0.3057,0.3057
3886,0.1805,0.0251,0.355,0.3445,0.3445
3888,0.1805,0.0251,0.3373,0.3445,0.3445
3889,0.1805,0.0251,0.2395,0.3445,0.3445
3891,0.1805,0.0251,0.5522,0.3445,0.3445
3892,0.1805,0.0416,0.5522,0.3445,0.3445
3893,0.1601,0.0416,0.502,0.3445,0.3445
3894,0.1601,0.0416,0.4425,0.4087,0.4087
3898,0.1601,0.0416,0.3255,0.3579,0.3579
3900,0.1778,0.0475,0.3936,0.3579,0.3579
3902,0.1778,0.0475,0.3508,0.3579,0.3579
3908,0.3241,0.1813,0.4417,0.1886,0.1886
3911,0.4862,0.1187,0.4417,0.2375,0.2375
3913,0.4862,0.1187,0.3639,0.2375,0.2375
3916,0.3195,0.0766,0.4699,0.2375,0.2375
3923,0.2994,0.1056,0.3039,0.3935,0.3935
3925,0.3799,0.054,0.5178,0.3935,0.3935
3929,0.4365,0.054,0.3242,0.4957,0.4957
3930,0.4365,0.054,0.4953,0.4957,0.4957
3931,0.4365,0.1948,0.4953,0.3568,0.3568
3933,0.3225,0.1948,0.2656,0.3568,0.3568
3934,0.3225,0.1148,0.2656,0.3568,0.3568
3937,0.3225,0.1837,0.4656,0.3,0.3
3942,0.266,0.1104,0.3576,0.3287,0.3287
3944,0.266,0.0465,0.1689,0.3464,0.3464
3952,0.3801,0.0465,0.6765,0.2799,0.2799
3953,0.3801,0.1362,0.6765,0.2799,0.2799
3954,0.3801,0.1362,0.5702,0.2799,0.2799
3955,0.2979,0.1362,0.5702,0.2799,0.2799
3957,0.2979,0.042,0.5702,0.5482,0.5482
3959,0.2979,0.0219,0.2164,0.5785,0.5785
3960,0.2979,0.0219,0.5823,0.5785,0.5785
3962,0.1451,0.0219,0.3063,0.5785,0.5785
3965,0.1395,0.0219,0.3063,0.3522,0.3522
3967,0.1395,0.0219,0.3776,0.2273,0.2273
3968,0.1624,0.0219,0.3776,0.2273,0.2273
3969,0.1624,0.0219,0.3776,0.2273,0.2273
3971,0.1624,0.0219,0.4785,0.2433,0.2433
3972,0.1624,0.0219,0.4785,0.2433,0.2433
3973,0.1624,0.0588,0.6836,0.2433,0.2433
3974,0.1624,0.0588,0.6836,0.2433,0.2433
3976,0.1624,0.1005,0.5667,0.2433,0.2433
3977,0.1624,0.0296,0.5667,0.2433,0.2433
3980,0.1624,0.0296,0.1247,0.2959,0.2959
3981,0.1624,0.0296,0.1247,0.2959,0.2959
3986,0.3029,0.0296,0.2848,0.7333,0.7333
3992,0.2815,0.0193,0.213,0.6997,0.6997
3996,0.2815,0.0193,0.213,0.6997,0.6997
3997,0.2815,0.0193,0.2841,0.6997,0.6997
4000,0.2815,0.0193,0.1653,0.4922,0.4922
4001,0.1749,0.0193,0.1653,0.5232,0.5232
4002,0.1749,0.0193,0.1653,0.5232,0.5232
4004,0.1084,0.0193,0.1462,0.3402,0.3402
4011,0.1084,0.0167,0.4404,0.3886,0.3886
4014,0.076,0.0167,0.1829,0.3451,0.3451
4020,0.076,0.0167,0.4105,0.5552,0.5552
4021,0.076,0.0167,0.2771,0.5552,0.5552
4024,0.076,0.0167,0.1888,0.5552,0.5552
4025,0.076,0.0167,0.3504,0.5552,0.5552
4027,0.076,0.0167,0.2846,0.5552,0.5552
4039,0.076,0.0167,0.1237,0.5818,0.5818
4042,0.076,0.0167,0.1476,0.4017,0.4017
4047,0.1189,0.0167,0.1182,0.4174,0.4174
4048,0.1189,0.0167,0.1182,0.3983,0.3983
4049,0.1189,0.0167,0.1182,0.4115,0.4115
4051,0.1189,0.0167,0.1563,0.6303,0.6303
4052,0.1189,0.0167,0.1563,0.6303,0.6303
4059,0.2088,0.0538,0.3819,0.8023,0.8023
4061,0.2088,0.0538,0.5168,0.8023,0.8023
4066,0.242,0.0786,0.163,0.5352,0.5352
4073,0.134,0.0234,0.1827,0.4288,0.4288
4074,0.134,0.0234,0.228,0.4288,0.4288
4077,0.134,0.0234,0.228,0.4571,0.4571
4080,0.108,0.0234,0.1579,0.4571,0.4571
4081,0.108,0.0234,0.1579,0.4571,0.4571
4085,0.108,0.0234,0.2058,0.6639,0.6639
4095,0.148,0.1254,0.5502,0.8086,0.8086
4099,0.148,0.1254,0.3378,0.6262,0.6262
4100,0.1631,0.1254,0.5683,0.6262,0.6262
4102,0.1631,0.1254,0.5683,0.6262,0.6262
4103,0.1631,0.0233,0.2325,0.6262,0.6262
4104,0.1631,0.0233,0.2325,0.4876,0.4876
4108,0.1631,0.0233,0.6214,0.5726,0.5726
4109,0.1631,0.0233,0.578,0.5726,0.5726
4110,0.1631,0.0233,0.4748,0.5726,0.5726
4112,0.1631,0.0233,0.3958,0.5726,0.5726
4113,0.1631,0.0233,0.3958,0.5726,0.5726
4114,0.1631,0.0233,0.4867,0.6019,0.6019
4116,0.1631,0.0233,0.3784,0.6019,0.6019
4119,0.229,0.0233,0.3106,0.4586,0.4586
4121,0.229,0.0233,0.2603,0.4586,0.4586
4125,0.229,0.0233,0.2603,0.4134,0.4134
4126,0.229,0.0233,0.2603,0.4134,0.4134
4130,0.2391,0.0233,0.3782,0.5626,0.5626
4131,0.2391,0.0233,0.281,0.5155,0.5155
4135,0.1879,0.0233,0.281,0.5155,0.5155
4138,0.1879,0.0435,0.4252,0.5199,0.5199
4146,0.1633,0.127,0.3901,0.4283,0.4283
4148,0.2054,0.2019,0.4292,0.5121,0.5121
4154,0.2054,0.0288,0.2141,0.4295,0.4295
4156,0.301,0.0288,0.5938,0.4295,0.4295
4157,0.301,0.0288,0.4071,0.4013,0.4013
4158,0.301,0.0288,0.2678,0.4013,0.4013
4159,0.301,0.0288,0.3403,0.4013,0.4013
4161,0.325,0.0221,0.2725,0.4223,0.4223
4164,0.325,0.0221,0.4952,0.4775,0.4775
4165,0.325,0.0221,0.4952,0.4775,0.4775
4174,0.1467,0.0221,0.3099,0.454,0.454
4175,0.1467,0.0221,0.242,0.454,0.454
4181,0.4451,0.062,0.4561,0.4401,0.4401
4184,0.4451,0.0345,0.1995,0.3309,0.3309
4185,0.4451,0.0345,0.1995,0.276,0.276
4188,0.5107,0.0613,0.6397,0.3042,0.3042
4189,0.5107,0.0613,0.6397,0.3042,0.3042
4193,0.3048,0.0613,0.3854,0.4019,0.4019
4195,0.3048,0.0663,0.3649,0.3875,0.3875
4196,0.3048,0.0663,0.6817,0.3875,0.3875
4197,0.3048,0.0663,0.6817,0.3875,0.3875
4199,0.1846,0.0663,0.4108,0.3074,0.3074
4202,0.1846,0.0795,0.464,0.2901,0.2901
4203,0.1846,0.0795,0.464,0.2901,0.2901
4205,0.2697,0.0676,0.572,0.2901,0.2901
4207,0.2697,0.0374,0.2921,0.4275,0.4275
4211,0.2697,0.0374,0.4918,0.4275,0.4275
4215,0.2697,0.0374,0.2538,0.6121,0.6121
4218,0.2697,0.0374,0.2541,0.6121,0.6121
4219,0.2697,0.0831,0.2407,0.5868,0.5868
4222,0.1858,0.0653,0.255,0.3348,0.3348
4228,0.2554,0.065,0.4148,0.6129,0.6129
4229,0.2554,0.065,0.3415,0.6129,0.6129
4231,0.2554,0.065,0.3415,0.6129,0.6129
4232,0.2554,0.065,0.4368,0.6129,0.6129
4234,0.3504,0.029,0.4368,0.5364,0.5364
4235,0.3504,0.029,0.346,0.5364,0.5364
4236,0.302,0.029,0.346,0.5364,0.5364
4238,0.2534,0.015,0.2907,0.3947,0.3947
4240,0.2534,0.015,0.2907,0.4221,0.4221
4241,0.2534,0.015,0.3783,0.4221,0.4221
4244,0.2534,0.015,0.3783,0.512,0.512
4245,0.4266,0.0106,0.4611,0.512,0.512
4247,0.4266,0.0106,0.3498,0.5375,0.5375
4249,0.3249,0.0106,0.3498,0.4999,0.4999
4251,0.3249,0.0106,0.305,0.4349,0.4349
4253,0.3249,0.0106,0.305,0.4349,0.4349
4254,0.3734,0.0106,0.4249,0.4349,0.4349
4256,0.3734,0.0106,0.4249,0.5478,0.5478
4259,0.1276,0.0106,0.328,0.5478,0.5478
4264,0.1276,0.0106,0.328,0.623,0.623
4266,0.1276,0.0106,0.328,0.623,0.623
4267,0.1276,0.0106,0.328,0.623,0.623
4268,0.1276,0.0106,0.328,0.623,0.623
4274,0.1276,0.0106,0.3639,0.6325,0.6325
4275,0.1441,0.0317,0.4441,0.6325,0.6325
4279,0.1441,0.1615,0.4792,0.6325,0.6325
4280,0.1441,0.375,0.4792,0.6556,0.6556
4281,0.1441,0.375,0.4792,0.6556,0.6556
4282,0.1203,0.1331,0.4792,0.6556,0.6556
4284,0.1203,0.1331,0.4168,0.6556,0.6556
4286,0.1203,0.0688,0.301,0.6556,0.6556
4289,0.1203,0.0764,0.3997,0.6402,0.6402
4294,0.1203,0.0504,0.2718,0.6402,0.6402
4298,0.1203,0.0504,0.3902,0.6402,0.6402
4299,0.1203,0.1312,0.3902,0.6402,0.6402
4302,0.1203,0.5073,0.3902,0.6843,0.6843
4309,0.1252,0.0485,0.3475,0.6843,0.6843
4310,0.1252,0.0485,0.3475,0.6843,0.6843
4315,0.1252,0.0485,0.3475,0.6353,0.6353
4318,0.2451,0.1107,0.3475,0.6353,0.6353
4322,0.2451,0.0487,0.4649,0.6353,0.6353
4326,0.2451,0.0487,0.4668,0.4312,0.4312
4327,0.2451,0.0744,0.4668,0.4851,0.4851
4331,0.0416,0.0448,0.2533,0.4851,0.4851
4333,0.0416,0.0448,0.2533,0.6041,0.6041
4336,0.0416,0.0518,0.2533,0.6041,0.6041
4337,0.0416,0.0518,0.2533,0.6041,0.6041
4345,0.0416,0.0518,0.4029,0.8172,0.8172
4352,0.0416,0.0144,0.2829,0.8172,0.8172
4353,0.0416,0.0144,0.2829,0.8172,0.8172
4358,0.0416,0.0144,0.2533,0.8172,0.8172
4359,0.0416,0.0144,0.2533,0.8172,0.8172
4370,0.188,0.0144,0.3632,0.5253,0.5253
4371,0.188,0.0144,0.3632,0.5253,0.5253
4372,0.188,0.0144,0.3632,0.5253,0.5253
4373,0.188,0.0144,0.3047,0.5253,0.5253
4374,0.188,0.0144,0.3047,0.5253,0.5253
4375,0.4668,0.0144,0.4707,0.5253,0.5253
4376,0.4668,0.0144,0.4707,0.5253,0.5253
4378,0.2957,0.0144,0.3606,0.4568,0.4568
4379,0.2957,0.0144,0.3606,0.4568,0.4568
4382,0.2455,0.0144,0.304,0.4954,0.4954
4385,0.2539,0.0144,0.304,0.4954,0.4954
4386,0.178,0.0687,0.3373,0.4954,0.4954
4387,0.178,0.0687,0.3373,0.4954,0.4954
4388,0.178,0.0687,0.3373,0.4954,0.4954
4391,0.178,0.0687,0.3373,0.4452,0.4452
4394,0.2378,0.3532,0.3373,0.5159,0.5159
4396,0.2378,0.0516,0.3903,0.5159,0.5159
4397,0.1542,0.0516,0.3903,0.5159,0.5159
4399,0.1542,0.0516,0.3903,0.4637,0.4637
4400,0.1542,0.0516,0.3903,0.5,0.5
4401,0.1542,0.0841,0.3903,0.5,0.5
4402,0.1542,0.0346,0.3903,0.5,0.5
4403,0.1542,0.0346,0.3903,0.5,0.5
4404,0.1542,0.0346,0.3903,0.5,0.5
4410,0.1542,0.0346,0.3903,0.3953,0.3953
4412,0.2583,0.0346,0.3903,0.4571,0.4571
4416,0.2583,0.0411,0.3903,0.4571,0.4571
4418,0.2178,0.0411,0.3903,0.4571,0.4571
4419,0.2178,0.0411,0.3903,0.4571,0.4571
4421,0.2178,0.0411,0.3903,0.4571,0.4571
4430,0.3089,0.0483,0.3015,0.6347,0.6347
4433,0.3089,0.0483,0.5073,0.6347,0.6347
4436,0.3089,0.0483,0.5073,0.6347,0.6347
4437,0.3089,0.0349,0.5073,0.6347,0.6347
4449,0.2052,0.0566,0.2636,0.3905,0.3905
4450,0.2052,0.0566,0.2636,0.4181,0.4181
4454,0.2052,0.0566,0.4595,0.3177,0.3177
4462,0.3097,0.0425,0.3474,0.2789,0.2789
4468,0.1314,0.0425,0.2079,0.65,0.65
4472,0.1314,0.0425,0.2644,0.65,0.65
4477,0.153,0.0189,0.1768,0.65,0.65
4482,0.153,0.0189,0.1768,0.6968,0.6968
4486,0.153,0.0189,0.4058,0.3925,0.3925
4487,0.153,0.0189,0.4058,0.3925,0.3925
4490,0.186,0.0284,0.2929,0.3925,0.3925
4495,0.1468,0.0284,0.3113,0.3393,0.3393
4496,0.1468,0.0344,0.5873,0.4184,0.4184
4499,0.2291,0.0286,0.4798,0.4184,0.4184
4501,0.2291,0.0286,0.4798,0.3649,0.3649
4504,0.1266,0.0236,0.4798,0.4456,0.4456
4505,0.1266,0.0236,0.4798,0.4456,0.4456
4506,0.1266,0.0236,0.4798,0.498,0.498
4509,0.1266,0.0236,0.2997,0.498,0.498
4514,0.3469,0.0236,0.3777,0.5593,0.5593
4520,0.3772,0.0424,0.3777,0.2781,0.2781
4522,0.3772,0.0424,0.3777,0.3863,0.3863
4535,0.0738,0.0607,0.2299,0.7032,0.7032
4539,0.0738,0.0394,0.1598,0.7032,0.7032
4540,0.0738,0.0394,0.1598,0.7032,0.7032
4546,0.0738,0.0394,0.5059,0.5341,0.5341
4550,0.0738,0.0394,0.3053,0.5745,0.5745
4553,0.0738,0.08,0.1964,0.4096,0.4096
4554,0.0926,0.08,0.5031,0.4096,0.4096
4555,0.114,0.08,0.5031,0.4096,0.4096
4556,0.2453,0.1547,0.4632,0.245,0.245
4559,0.1884,0.0988,0.2803,0.2723,0.2723
4560,0.1884,0.0988,0.3305,0.2723,0.2723
4564,0.2571,0.0592,0.5912,0.4156,0.4156
4567,0.3588,0.0592,0.3712,0.4156,0.4156
